HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,PassengerGroups,PassengerNums,CabinDeck,CabinNumber,CabinSide,Surname,AgeGroups
1,0,3,22,0,0,1170,0,5467,1241,False,417,2,1,18,1,266,4
1,1,1,59,0,0,0,0,0,0,True,417,3,1,18,1,266,2
1,0,1,27,0,8,3584,0,13,57,True,423,1,1,19,1,267,3
3,0,1,37,0,1094,2,26,34,1,False,425,1,2,96,1,268,1
3,1,1,3,0,0,0,0,0,0,True,425,2,2,96,1,268,2
3,1,1,31,0,0,0,0,0,0,True,425,3,2,96,1,268,4
1,0,1,31,0,417,0,7185,562,792,True,427,1,6,26,1,269,3
1,0,1,29,0,0,4118,0,715,3139,True,428,1,8,16,2,270,1
1,0,3,20,0,2,10116,0,2,225,True,429,1,3,5,2,271,0
1,1,3,46,0,0,0,0,0,0,True,429,2,3,5,2,271,5
2,0,1,29,0,0,1026,0,16,0,True,430,1,2,75,2,272,3
3,1,1,43,0,0,0,0,0,0,True,431,1,2,97,1,273,3
3,0,1,17,0,1483,10,0,0,0,False,432,1,2,76,2,274,3
1,0,3,27,0,0,0,0,0,0,True,433,1,1,20,1,275,2
1,0,1,47,0,4,891,0,2962,3656,False,433,2,1,20,1,275,2
3,1,1,45,0,0,0,0,0,0,True,434,1,2,77,2,276,2
2,1,1,17,0,0,0,0,0,0,True,435,1,4,62,2,277,2
2,0,3,10,0,0,0,0,0,0,True,436,1,4,63,2,278,2
2,0,2,56,0,46,11,0,622,0,False,436,2,4,63,2,278,1
2,0,1,39,0,382,0,22,467,0,False,437,1,2,78,2,130,2
2,0,2,40,0,7,0,840,26,0,False,437,2,2,78,2,130,1
1,1,1,40,0,0,0,0,0,0,True,438,1,1,13,2,279,1
1,0,3,34,0,0,5637,45,1936,56,False,439,1,8,13,1,280,1
2,0,3,32,0,0,0,0,722,0,False,441,1,2,79,2,281,2
2,0,1,35,0,7,1043,0,0,0,False,442,1,2,98,1,282,0
3,0,1,32,1,2484,429,102,0,0,False,444,1,7,15,1,283,1
2,0,1,26,1,1869,0,136,0,0,False,444,2,2,99,1,283,1
2,0,1,25,0,1352,0,0,24,799,False,445,1,2,80,2,284,2
2,0,1,26,0,0,0,0,77,715,False,445,2,6,25,2,284,6
1,1,3,22,0,0,0,0,0,0,True,446,1,1,21,1,285,2
2,0,1,22,0,9,0,795,0,0,True,447,1,2,81,2,286,3
2,0,1,24,0,757,0,0,32,0,False,448,1,6,27,1,287,3
2,1,2,32,0,0,0,0,0,0,True,448,2,4,71,1,905,4
2,1,1,11,0,0,0,0,0,0,True,449,1,4,64,2,288,1
3,1,1,22,0,0,0,0,0,0,True,452,1,6,26,2,289,0
1,1,1,19,0,0,0,0,0,0,True,453,1,1,14,2,290,0
1,1,3,34,0,0,0,0,0,0,True,453,2,4,427,2,290,2
1,1,1,74,0,0,0,0,0,0,True,453,3,1,14,2,290,0
1,0,3,28,1,5,4288,0,745,5,True,454,1,1,15,2,291,1
1,1,1,42,0,0,0,0,0,0,True,454,2,1,15,2,292,2
1,1,1,43,0,0,0,0,0,0,True,454,3,1,15,2,291,1
2,0,1,55,0,210,185,188,59,73,False,456,1,2,83,2,5,0
2,0,2,19,0,0,0,747,26,0,True,457,1,4,72,1,293,4
2,1,1,6,0,0,0,0,0,0,False,457,2,4,72,1,293,2
2,0,1,7,0,0,0,0,0,0,False,457,3,4,72,1,293,0
1,1,3,28,0,0,0,0,0,0,True,458,1,7,16,2,294,1
2,0,1,15,0,2156,0,0,59,2,False,459,1,2,84,2,295,3
2,1,2,24,0,0,0,0,0,0,True,460,1,4,65,2,296,2
2,0,2,31,0,0,869,0,0,0,True,461,1,6,27,2,61,1
2,0,1,22,0,0,70,182,612,20,True,461,2,2,85,2,61,3
2,0,3,1,0,0,0,0,0,0,True,461,3,4,66,2,61,1
2,1,1,50,0,0,0,0,0,0,False,462,1,4,67,2,297,2
3,0,1,34,0,865,0,257,0,35,False,463,1,2,100,1,298,3
3,0,1,14,0,928,852,81,0,0,False,463,2,2,100,1,298,0
2,0,1,19,0,4,10,0,1178,428,False,465,1,6,28,1,299,3
2,0,1,27,0,0,654,22,146,4,True,465,2,6,28,1,299,2
2,0,1,36,0,0,0,863,1,1,False,466,1,2,101,1,180,2
2,1,1,34,0,0,0,0,0,0,False,468,1,4,427,2,300,0
3,1,3,25,0,0,0,0,0,0,True,470,1,2,86,2,47,1
2,1,1,36,0,0,0,0,0,0,True,470,2,2,86,2,47,2
1,0,1,16,0,0,45,2,5183,170,False,471,1,1,22,1,301,0
1,0,3,30,0,0,7972,0,0,4,True,471,2,1,22,1,301,2
2,0,2,37,0,0,10,544,9,299,False,472,1,2,87,2,302,2
2,1,3,15,0,0,0,0,0,0,True,474,1,4,69,2,303,1
2,0,1,36,0,0,0,38,9,943,False,475,1,6,29,1,304,3
3,0,2,27,0,0,6,145,144,0,False,476,1,2,103,1,305,2
3,1,1,27,0,0,0,0,0,0,True,476,2,2,103,1,305,0
3,1,1,12,0,0,0,0,0,0,True,476,3,2,103,1,305,2
2,0,1,22,0,0,5,0,1619,0,False,477,1,6,30,1,288,4
2,0,1,27,0,0,34,23,0,275,False,480,1,4,74,1,179,2
2,1,1,13,0,0,0,0,0,0,True,481,1,4,70,2,306,1
2,0,1,27,0,0,118,0,5,665,False,482,1,6,28,2,307,1
2,0,1,28,0,0,14,0,0,615,False,482,2,2,88,2,307,3
1,0,3,21,0,0,33,0,3348,55,False,485,1,1,17,2,308,1
1,0,1,39,0,172,1794,12,4303,246,False,487,1,8,19,2,309,0
2,1,2,28,0,0,0,0,0,0,False,488,1,4,76,1,310,3
2,1,1,14,0,0,0,0,0,0,True,490,1,4,71,2,194,3
1,1,3,27,0,0,0,0,0,0,True,498,1,4,427,2,311,1
1,1,3,46,0,0,0,0,0,0,True,498,2,1,18,2,311,4
3,1,3,27,0,0,0,0,0,0,True,499,1,2,89,2,312,1
3,0,1,21,0,0,0,0,0,0,False,499,2,6,29,2,312,5
3,0,3,21,0,513,0,1749,82,0,True,500,1,7,19,1,313,1
1,0,1,42,0,0,929,967,0,481,False,501,1,6,32,1,314,4
3,0,1,22,0,10,0,817,471,0,False,502,1,4,427,2,315,1
3,0,1,10,0,0,0,0,0,0,True,503,1,2,90,2,316,3
3,0,1,43,0,1821,0,47,29,0,False,503,2,2,90,2,316,5
3,0,1,42,0,1246,35,16,0,0,False,503,3,6,31,2,316,2
1,1,3,18,0,0,0,0,0,0,True,504,1,1,19,2,317,4
1,1,3,54,0,0,0,0,0,0,True,504,2,1,19,2,317,1
1,1,1,24,0,0,0,0,0,0,True,504,3,1,19,2,317,4
1,0,1,64,0,0,1737,11,401,752,False,504,4,1,19,2,317,4
1,1,3,18,0,0,0,0,0,0,True,504,5,1,19,2,317,2
2,1,3,53,0,0,0,0,0,0,True,504,6,1,19,2,317,4
3,1,1,23,0,0,0,0,0,0,True,506,1,2,91,2,318,1
2,0,1,39,0,0,0,0,0,0,True,507,1,4,74,2,319,3
1,0,1,59,0,0,16521,0,323,0,True,510,1,8,16,1,320,2
1,0,3,32,0,0,5755,0,59,122,True,512,1,7,18,2,321,4
1,1,1,55,0,0,0,0,0,0,True,512,2,7,18,2,321,2
2,1,2,21,0,0,0,0,0,0,True,513,1,4,78,1,322,4
1,1,1,50,0,0,0,0,0,0,True,515,1,1,20,2,323,2
1,0,3,55,0,113,2492,41,0,2376,False,516,1,3,6,2,324,0
2,0,1,27,0,1445,0,1,2,73,False,517,1,2,109,1,325,2
2,1,1,35,0,0,0,0,0,0,True,518,1,2,92,2,326,2
2,1,1,27,0,0,0,0,0,0,True,519,1,4,77,2,327,4
2,0,1,55,0,62,0,0,0,0,False,520,1,4,78,2,328,1
2,0,1,23,0,39,263,0,0,0,True,521,1,6,32,2,329,2
2,0,1,42,0,0,0,750,0,156,False,522,1,6,33,1,330,3
2,0,1,35,0,553,213,1733,0,6,True,523,1,6,33,2,331,2
2,1,1,47,0,0,0,0,0,0,True,525,1,4,427,2,332,4
3,0,3,27,0,1172,11,3,0,4,False,527,1,2,93,2,333,3
3,1,1,34,0,0,0,0,0,0,True,527,2,2,93,2,333,2
1,0,1,46,0,0,1119,0,3427,6595,False,528,1,8,17,1,334,1
2,1,2,26,0,0,0,0,0,0,False,529,1,4,81,1,148,2
2,1,3,1,0,0,0,0,0,0,False,531,1,4,82,1,335,1
2,1,3,27,0,0,0,0,0,0,True,531,2,4,82,1,335,1
3,0,1,33,0,20,0,384,557,0,False,533,1,7,21,1,336,1
1,0,1,34,0,98,715,29,5732,1902,False,534,1,1,23,1,337,1
1,0,1,49,0,3573,1308,316,641,25,False,534,2,1,23,1,337,2
2,0,1,22,0,0,5,0,320,352,False,537,1,4,83,1,228,3
2,0,1,28,0,0,1073,0,0,5,True,538,1,2,110,1,338,1
1,1,1,27,0,0,0,0,0,0,True,539,1,8,18,1,339,3
1,1,3,36,0,0,0,0,0,0,True,539,2,8,18,1,339,2
2,1,3,30,0,0,0,0,0,0,True,539,3,8,18,1,339,3
1,1,1,49,0,0,0,0,0,0,True,539,4,8,18,1,339,3
1,0,1,38,0,0,1793,479,9,4987,False,539,5,8,18,1,339,5
3,1,1,31,0,0,0,0,0,0,True,540,1,2,95,2,340,2
2,0,1,17,0,1471,0,0,45,16,False,540,2,2,95,2,340,1
2,0,1,26,0,9,0,0,0,878,False,542,1,4,84,1,341,1
2,0,1,23,0,59,0,0,681,0,False,545,1,2,111,1,342,0
2,0,3,24,0,930,691,838,0,0,False,546,1,2,96,2,167,0
2,0,1,23,0,0,15,831,16,3,False,547,1,2,97,2,343,3
2,0,1,24,0,0,86,704,0,1,True,548,1,6,36,2,344,1
3,0,2,32,0,666,0,0,252,1,True,549,1,7,19,2,345,2
3,1,1,43,0,0,0,0,0,0,True,549,2,2,98,2,345,2
2,0,1,23,0,13,12,0,762,0,True,550,1,2,99,2,346,2
2,0,1,42,0,126,0,266,445,12,False,551,1,4,80,2,347,2
1,1,3,29,0,0,0,0,0,0,True,552,1,8,21,2,348,2
1,1,1,40,0,0,0,0,0,0,True,553,1,8,19,1,349,0
1,0,1,37,0,0,6506,0,764,0,True,553,2,8,19,1,349,0
1,1,3,61,0,0,0,0,0,0,True,555,1,8,20,1,350,2
1,0,1,33,0,0,165,1,2525,0,False,555,2,8,20,1,350,1
2,0,1,19,0,0,1428,0,1,19,True,556,1,2,100,2,351,3
2,0,2,21,0,0,12,580,0,79,False,559,1,2,102,2,352,1
2,0,1,4,0,0,0,0,0,0,False,560,1,4,81,2,353,1
2,0,2,12,0,0,0,0,0,0,True,560,2,4,81,2,353,3
2,0,1,44,0,1440,293,74,32,0,True,560,3,2,103,2,152,2
2,0,1,22,0,0,0,332,442,0,False,561,1,4,82,2,354,1
3,0,3,33,0,840,642,402,21,0,False,563,1,2,114,1,355,4
1,1,3,32,0,0,0,0,0,0,True,564,1,1,24,1,356,4
1,1,1,28,0,0,0,0,0,0,True,564,2,1,24,1,356,1
1,0,1,28,0,0,410,2,1354,3695,False,564,3,1,24,1,356,1
3,0,1,31,0,697,0,612,0,0,False,565,1,2,115,1,259,1
3,1,1,13,0,0,0,0,0,0,True,566,1,6,37,2,85,5
2,1,1,14,0,0,0,0,0,0,True,567,1,4,83,2,357,4
1,0,1,33,0,1908,33,0,1,4,False,568,1,7,20,2,358,4
1,1,3,27,0,0,0,0,0,0,True,568,2,7,20,2,358,4
2,0,1,23,0,0,334,310,0,0,True,569,1,2,116,1,245,1
1,0,1,36,1,530,5085,1,146,872,True,570,1,8,22,2,359,2
1,1,3,22,0,0,0,0,0,0,True,571,1,8,21,1,360,0
1,1,1,19,0,0,0,0,0,0,False,571,2,8,21,1,360,0
1,1,1,42,0,0,0,0,0,0,True,571,3,8,21,1,360,2
1,1,1,30,0,0,0,0,0,0,True,571,4,8,21,1,361,4
1,1,3,16,0,0,0,0,0,0,True,571,5,8,21,1,360,0
1,0,1,55,0,0,1542,0,1814,1568,False,571,6,8,21,1,360,1
1,1,1,55,0,0,0,0,0,0,True,571,7,8,21,1,360,4
2,0,1,19,0,1911,0,21,854,0,False,572,1,2,105,2,362,1
2,0,1,27,0,14,809,25,54,0,False,573,1,2,117,1,363,1
1,1,1,18,0,0,0,0,0,0,True,575,1,6,34,1,185,1
2,0,1,21,0,0,0,625,110,0,False,576,1,2,107,2,364,4
2,0,1,65,0,0,0,521,105,0,False,577,1,4,86,1,69,1
2,0,1,55,0,53,790,37,0,0,True,579,1,2,108,2,365,0
2,0,1,50,0,0,233,0,0,0,False,579,2,4,85,2,365,1
2,1,1,49,0,0,0,0,0,0,True,580,1,4,87,1,242,4
2,0,1,22,0,0,0,601,183,4,False,581,1,6,38,2,366,1
3,1,1,33,0,0,0,0,0,0,True,582,1,2,118,1,367,1
3,1,1,3,0,0,0,0,0,0,True,583,1,2,109,2,368,1
3,1,1,0,0,0,0,0,0,0,True,583,2,2,109,2,368,0
3,1,1,33,0,0,0,0,0,0,True,583,3,2,109,2,368,0
3,1,1,48,0,0,0,0,0,0,True,585,1,2,120,1,316,2
3,1,1,5,0,0,0,0,0,0,True,585,2,2,120,1,316,0
3,0,1,23,0,2648,0,1092,0,0,False,585,3,7,22,1,316,1
1,1,1,53,0,0,0,0,0,0,True,586,1,7,23,1,369,1
3,0,1,18,0,5,25,616,0,1042,False,587,1,2,121,1,370,1
2,1,2,20,0,0,0,0,0,0,False,588,1,4,89,1,371,1
2,0,1,23,0,234,1,551,0,1,False,589,1,6,35,1,372,1
2,0,1,48,0,801,2,0,1,973,False,590,1,4,90,1,221,3
2,1,2,19,0,0,0,0,0,0,False,591,1,4,86,2,286,3
3,0,1,27,0,43,152,182,1,2005,False,593,1,7,24,1,373,3
2,0,3,9,0,0,0,0,0,0,False,594,1,4,87,2,374,0
2,0,1,24,0,0,4,0,670,113,False,594,2,6,39,2,374,2
3,0,1,46,0,21,0,2155,422,0,True,596,1,2,123,1,375,1
2,1,1,23,0,0,0,0,0,0,True,597,1,4,91,1,261,2
2,1,1,21,0,0,0,0,0,0,False,597,2,4,91,1,261,2
2,1,1,19,0,0,0,0,0,0,False,598,1,4,89,2,376,2
3,0,1,0,0,0,0,0,0,0,True,599,1,2,124,1,377,5
3,0,1,4,0,0,0,0,0,0,True,599,2,2,124,1,377,0
3,0,1,26,0,1252,0,46,124,6,False,599,3,2,124,1,377,0
3,1,1,9,0,0,0,0,0,0,True,599,4,2,124,1,377,1
1,0,1,24,0,0,3385,826,9,793,True,600,1,8,23,2,378,1
3,1,1,24,0,0,0,0,0,0,True,602,1,2,125,1,379,3
3,0,1,25,0,0,0,0,0,0,False,602,2,6,36,1,379,3
3,1,1,21,0,0,0,0,0,0,True,602,3,2,125,1,379,1
2,0,1,21,0,0,0,12,0,747,False,603,1,2,126,1,380,3
1,0,1,37,0,27,654,10,881,9568,False,607,1,8,22,1,381,3
1,0,3,44,0,434,3113,19,0,892,False,607,2,8,22,1,381,2
1,0,1,43,0,4,1111,118,1852,0,False,607,3,8,22,1,381,4
2,0,1,7,0,0,0,0,0,0,True,608,1,4,94,1,382,2
3,0,1,33,0,149,0,0,0,109,False,609,1,2,128,1,383,3
2,0,1,24,0,0,0,229,502,5,False,610,1,2,129,1,384,2
2,1,2,31,0,0,0,0,0,0,True,611,1,4,90,2,244,3
1,1,1,27,1,0,0,0,0,0,True,612,1,1,25,1,385,0
2,0,1,34,0,0,0,0,0,0,True,614,1,4,91,2,386,1
2,1,1,58,0,0,0,0,0,0,False,615,1,4,92,2,387,1
2,0,1,7,0,0,0,0,0,0,True,615,2,4,92,2,278,1
2,1,3,3,0,0,0,0,0,0,True,615,3,4,92,2,278,5
2,0,3,21,0,0,0,908,49,0,True,618,1,4,95,1,61,3
2,0,2,21,0,1,368,0,0,388,False,618,2,2,131,1,61,2
1,1,1,39,0,0,0,0,0,0,True,619,1,8,24,2,388,3
1,1,3,43,0,0,0,0,0,0,True,619,2,8,24,2,388,7
2,1,1,22,0,0,0,0,0,0,True,623,1,4,93,2,389,2
2,0,1,44,0,103,0,18,1197,1,True,628,1,2,133,1,390,2
2,0,1,38,0,0,0,0,1018,0,False,629,1,4,96,1,391,1
3,1,1,32,0,0,0,0,0,0,True,630,1,2,112,2,392,2
3,1,1,55,0,0,0,0,0,0,True,631,1,2,113,2,393,1
3,0,2,31,1,629,0,0,150,0,False,633,1,7,25,1,394,3
2,0,1,39,0,0,1496,0,140,383,False,634,1,2,135,1,395,0
2,0,1,35,0,0,1778,0,0,0,True,635,1,4,94,2,396,5
2,0,1,37,0,614,0,50,11,319,False,635,2,6,43,2,396,2
2,0,3,13,0,0,7,0,339,359,False,636,1,2,136,1,4,0
2,0,1,21,0,0,0,7,675,0,False,636,2,2,136,1,4,3
3,0,1,20,0,0,0,0,0,0,False,637,1,6,44,2,397,3
1,1,3,20,0,0,0,0,0,0,True,638,1,1,28,1,291,2
2,0,1,63,0,0,123,956,25,0,True,639,1,2,137,1,398,2
2,0,1,36,0,2,0,0,1958,19,False,641,1,2,114,2,399,3
1,0,3,29,0,0,3344,0,118,972,True,642,1,8,25,2,400,1
1,0,3,36,0,0,4967,82,1517,575,True,642,2,8,25,2,400,1
1,0,1,79,0,0,0,0,2210,2,False,642,3,8,25,2,400,0
1,1,3,30,0,0,0,0,0,0,True,642,4,8,25,2,400,3
1,1,3,30,0,0,0,0,0,0,True,642,5,8,25,2,400,3
3,0,1,19,0,1019,266,141,0,0,True,643,1,2,138,1,401,3
1,1,1,33,0,0,0,0,0,0,True,644,1,6,38,1,402,2
2,0,1,20,0,1724,0,0,1,0,False,645,1,4,98,1,403,0
1,1,3,38,0,0,0,0,0,0,True,646,1,8,26,2,404,3
3,1,1,7,0,0,0,0,0,0,True,647,1,2,115,2,405,2
3,1,1,58,0,0,0,0,0,0,True,647,2,2,115,2,405,4
3,0,1,33,0,105,0,1087,0,0,False,647,3,2,115,2,405,1
2,1,2,3,0,0,0,0,0,0,True,650,1,4,95,2,406,4
3,0,1,39,0,0,0,0,0,0,True,653,1,6,45,2,407,0
3,0,1,37,0,237,2,708,0,0,True,655,1,6,39,1,408,3
2,0,1,32,0,0,0,0,768,3,False,656,1,4,101,1,409,1
2,0,1,28,0,0,863,0,17,0,True,657,1,2,117,2,905,3
2,0,1,38,0,0,8,736,140,0,False,657,2,4,97,2,166,0
2,0,2,21,0,0,576,1,20,0,False,658,1,2,118,2,410,0
2,1,1,18,0,0,0,0,0,0,True,659,1,4,98,2,411,3
2,1,1,15,0,0,0,0,0,0,False,660,1,4,99,2,412,2
1,0,1,44,0,0,2506,0,1360,722,False,661,1,8,23,1,413,0
2,0,1,44,0,86,525,16,49,39,True,663,1,2,140,1,414,1
1,0,1,36,0,0,0,0,4507,5689,False,664,1,6,46,2,33,3
2,0,1,28,0,0,0,7104,0,0,True,665,1,2,141,1,415,1
3,0,1,15,0,1264,0,2,23,0,False,665,2,2,141,1,415,2
2,0,1,45,0,0,25,87,989,482,False,668,1,2,142,1,416,1
2,0,1,26,0,0,530,2,9,403,False,669,1,2,143,1,417,2
2,1,2,46,0,0,0,0,0,0,True,671,1,4,102,1,60,3
2,0,1,25,0,1,0,38,7,740,False,672,1,4,103,1,249,4
2,1,2,46,0,0,0,0,0,0,False,674,1,4,101,2,418,1
2,1,1,15,0,0,0,0,0,0,False,677,1,4,102,2,152,1
2,1,1,37,0,0,0,0,0,0,False,678,1,4,103,2,419,1
2,0,1,20,0,0,215,0,541,0,False,679,1,4,104,2,295,2
2,1,2,45,0,0,0,0,0,0,False,680,1,4,105,1,137,2
2,1,1,7,0,0,0,0,0,0,False,680,2,4,105,1,137,1
2,1,1,5,0,0,0,0,0,0,False,680,3,4,105,1,420,1
3,1,1,38,0,0,0,0,0,0,True,682,1,2,121,2,421,1
3,0,1,30,0,269,96,252,0,0,False,683,1,2,144,1,422,1
3,0,1,27,0,0,0,0,0,0,True,684,1,2,145,1,340,2
3,0,1,0,0,0,0,0,0,0,True,684,2,2,145,1,340,1
3,1,1,20,0,0,0,0,0,0,True,684,3,2,145,1,340,1
2,0,1,41,0,1,922,4,55,15,False,685,1,6,41,1,423,1
3,1,1,18,0,0,0,0,0,0,True,686,1,2,146,1,424,3
3,0,1,29,1,3887,0,0,12,0,False,686,2,7,30,1,424,3
3,0,1,19,0,3097,0,9,0,213,False,687,1,7,23,2,425,1
3,0,1,34,0,1973,0,97,41,3,False,688,1,6,48,2,426,1
1,1,1,36,0,0,0,0,0,0,True,689,1,1,25,2,427,1
3,1,1,54,0,0,0,0,0,0,True,690,1,2,122,2,428,1
3,0,1,19,0,164,0,783,0,0,False,691,1,6,49,2,429,1
3,0,1,21,0,505,0,1952,0,0,False,691,2,2,123,2,429,0
3,1,1,23,0,0,0,0,0,0,True,691,3,6,49,2,429,2
1,1,3,35,0,0,0,0,0,0,True,693,1,4,427,2,430,3
1,0,1,34,0,0,3488,0,4343,38,False,693,2,8,27,2,430,0
2,0,1,22,0,0,581,226,74,0,True,696,1,4,107,2,431,0
2,0,3,24,0,21,0,689,12,0,True,697,1,2,147,1,432,0
3,1,1,18,0,0,0,0,0,0,True,699,1,2,126,2,433,1
3,0,3,24,0,2698,0,301,8,5,False,699,2,7,24,2,434,0
1,1,1,33,0,0,0,0,0,0,True,701,1,7,25,2,435,0
2,0,1,24,0,121,237,4,387,54,False,702,1,2,127,2,148,4
2,1,1,18,0,0,0,0,0,0,True,703,1,4,108,2,436,1
2,1,1,19,0,0,0,0,0,0,True,704,1,4,107,1,437,1
2,0,3,43,0,0,0,722,0,0,True,705,1,2,149,1,438,1
2,1,1,44,0,0,0,0,0,0,True,707,1,4,109,2,431,1
1,0,3,25,0,0,4949,0,452,15,True,709,1,3,7,2,439,1
1,1,3,25,0,0,0,0,0,0,True,709,2,3,7,2,439,2
1,1,3,23,0,0,0,0,0,0,True,709,3,4,427,2,439,0
3,0,1,23,0,1695,0,0,31,349,False,710,1,6,42,1,440,1
3,0,1,20,0,457,0,170,1132,0,False,712,1,2,150,1,441,1
3,0,1,2,0,0,0,0,0,0,True,712,2,2,150,1,441,5
2,0,1,26,0,1577,2,0,30,0,False,713,1,6,50,2,442,1
2,1,2,38,0,0,0,0,0,0,True,714,1,4,109,1,382,5
2,0,1,1,0,0,0,0,0,0,False,714,2,4,109,1,382,4
2,0,1,12,0,0,0,0,0,0,True,714,3,4,109,1,382,6
2,1,2,2,0,0,0,0,0,0,False,714,4,4,109,1,382,0
2,1,2,25,0,0,0,0,0,0,False,714,5,4,109,1,382,3
2,1,3,1,0,0,0,0,0,0,True,714,6,4,109,1,382,0
2,1,3,0,0,0,0,0,0,0,True,714,7,4,109,1,382,1
1,0,3,54,0,0,0,0,0,0,True,715,1,4,427,2,23,1
2,0,1,21,0,521,0,4,261,1,False,718,1,6,43,1,443,2
3,0,1,19,0,0,0,0,0,0,False,719,1,6,44,1,444,5
2,0,2,24,0,0,23,0,184,2566,False,724,1,2,132,2,445,3
2,1,1,20,0,0,0,0,0,0,False,726,1,4,111,1,446,1
2,0,1,23,0,139,0,1,152,354,True,727,1,2,133,2,447,4
2,0,3,29,0,0,0,2,786,594,True,728,1,2,134,2,448,2
2,0,1,14,0,7,781,0,0,0,True,729,1,6,53,2,449,2
2,0,1,19,0,0,714,2,0,0,False,732,1,4,427,2,450,6
2,0,3,23,0,0,38,88,4,561,False,733,1,2,153,1,451,2
2,0,1,62,0,712,2,322,0,517,False,734,1,2,154,1,452,2
2,0,1,23,0,0,0,484,188,0,False,736,1,2,156,1,453,1
1,0,3,65,0,0,835,0,38,0,False,737,1,8,28,2,454,2
3,0,1,47,0,0,0,0,0,0,True,738,1,2,157,1,276,1
1,0,3,67,0,76,16,0,2247,1166,False,740,1,8,24,1,255,4
1,1,3,14,0,0,0,0,0,0,True,740,2,8,24,1,255,3
1,0,1,41,0,3594,3425,0,0,58,False,740,3,8,24,1,255,2
2,1,1,14,0,0,0,0,0,0,True,743,1,4,111,2,16,4
2,1,1,19,0,0,0,0,0,0,False,746,1,4,112,2,455,0
2,0,3,22,0,15,142,0,41,493,False,750,1,2,140,2,163,4
1,1,1,34,0,0,0,0,0,0,True,753,1,3,4,1,456,0
1,0,3,65,0,19,1344,4,3190,8,False,753,2,3,4,1,905,0
1,1,3,42,0,0,0,0,0,0,True,753,3,4,427,2,456,0
1,1,3,22,0,0,0,0,0,0,True,754,1,7,31,1,457,1
1,1,3,54,0,0,0,0,0,0,True,756,1,1,27,2,458,3
1,0,1,34,0,47,287,0,4302,0,False,756,2,1,27,2,459,0
1,1,1,27,0,0,0,0,0,0,True,756,3,1,27,2,458,2
3,0,3,67,0,1,0,5,1022,151,False,757,1,7,33,1,460,0
1,0,1,33,0,0,3879,0,48,67,True,761,1,8,26,1,461,2
2,1,2,30,0,0,0,0,0,0,False,762,1,4,114,2,98,1
2,0,1,22,0,0,0,0,0,0,False,764,1,4,115,2,462,2
3,0,2,35,0,1248,0,55,12,0,True,765,1,2,142,2,463,1
3,0,1,23,0,755,0,121,0,0,False,765,2,2,142,2,463,1
2,0,1,49,0,0,6,679,15,187,False,767,1,4,116,2,464,5
1,0,3,36,0,29,12180,0,93,17306,False,768,1,1,32,1,465,2
1,1,1,31,0,0,0,0,0,0,True,768,2,1,32,1,465,2
1,1,3,54,0,0,0,0,0,0,True,769,1,1,28,2,466,1
2,1,1,0,0,0,0,0,0,0,False,770,1,4,117,2,467,0
2,0,1,27,0,0,715,0,170,0,False,770,2,4,117,2,467,1
2,0,1,54,0,0,0,0,0,0,False,770,3,4,117,2,467,2
2,1,2,10,0,0,0,0,0,0,False,770,4,4,117,2,467,2
2,0,3,0,0,0,0,0,0,0,True,770,5,4,117,2,467,2
2,1,2,7,0,0,0,0,0,0,True,770,6,4,117,2,905,1
2,1,1,25,0,0,0,0,0,0,False,771,1,4,112,1,468,1
1,0,3,37,0,0,16,325,4476,1359,False,772,1,6,56,2,361,3
1,1,3,15,0,0,0,0,0,0,True,772,2,6,56,2,469,1
2,1,1,26,0,0,0,0,0,0,True,772,3,6,56,2,361,2
1,0,3,7,0,0,0,0,0,0,True,772,4,6,56,2,361,2
2,0,1,30,0,558,4,0,175,0,False,773,1,2,143,2,7,2
2,0,1,19,0,0,2,1399,0,18,True,776,1,2,161,1,470,2
1,0,1,30,0,0,3004,0,1018,0,False,777,1,3,5,1,471,3
2,0,1,21,0,562,2,0,0,11,False,779,1,2,162,1,472,0
2,0,2,21,0,14,33,0,3,467,False,781,1,4,118,2,473,3
3,1,1,59,0,0,0,0,0,0,True,782,1,2,163,1,474,2
1,1,3,28,0,0,0,0,0,0,True,784,1,8,33,2,475,0
2,0,1,32,0,713,0,2,0,1,False,785,1,2,165,1,14,2
2,1,1,19,0,0,0,0,0,0,True,786,1,4,113,1,476,0
2,1,1,7,0,0,0,0,0,0,False,787,1,4,114,1,477,3
2,0,3,16,0,797,0,0,0,0,False,788,1,2,166,1,905,0
1,0,1,31,1,0,166,4,2177,342,False,789,1,3,8,2,478,3
1,0,1,30,0,0,142,870,89,3497,False,789,2,3,8,2,479,0
1,1,1,26,0,0,0,0,0,0,True,789,3,3,8,2,479,0
2,1,2,20,0,0,0,0,0,0,True,790,1,4,119,2,480,5
2,1,2,24,0,0,0,0,0,0,False,791,1,4,115,1,481,0
2,0,2,39,0,0,0,0,7,766,False,793,1,4,117,1,482,1
3,0,3,19,0,0,0,0,0,0,True,794,1,2,144,2,233,1
3,1,3,27,0,0,0,0,0,0,True,794,2,2,144,2,233,6
2,0,1,34,0,0,0,0,874,0,False,795,1,2,145,2,483,1
1,1,3,28,0,0,0,0,0,0,True,796,1,7,28,2,484,0
2,0,1,29,0,0,0,0,0,645,False,797,1,2,146,2,485,1
